season,league,team,strength_of_schedule,playoffs,corrected_team
2021,NBA,Chicago Bulls,-0.05,False,Chicago Bulls
2021,NBA,Charlotte Hornets,-0.01,False,Charlotte Hornets
2021,NBA,Cleveland Cavaliers,0.25,False,Cleveland Cavaliers
2021,NBA,Detroit Pistons,0.09,False,Detroit Pistons
2021,NBA,Golden State Warriors,0.04,False,Golden State Warriors
2021,NBA,Houston Rockets,0.4,False,Houston Rockets
2021,NBA,Indiana Pacers,-0.08,False,Indiana Pacers
2021,NBA,Minnesota Timberwolves,0.31,False,Minnesota Timberwolves
2021,NBA,New Orleans Pelicans,0.1,False,New Orleans Pelicans
2021,NBA,Oklahoma City Thunder,0.51,False,Oklahoma City Thunder
2021,NBA,Orlando Magic,0.29,False,Orlando Magic
2021,NBA,Sacramento Kings,0.23,False,Sacramento Kings
2021,NBA,San Antonio Spurs,0.15,False,San Antonio Spurs
2021,NBA,Toronto Raptors,-0.07,False,Toronto Raptors
2021,NBA,Utah Jazz,-0.29,False,Utah Jazz
2021,NBA,Los Angeles Clippers,-0.16,False,Los Angeles Clippers
2021,NBA,Phoenix Suns,-0.15,False,Phoenix Suns
2021,NBA,Milwaukee Bucks,-0.32,False,Milwaukee Bucks
2021,NBA,Philadelphia 76ers,-0.31,False,Philadelphia 76ers
2021,NBA,Denver Nuggets,-0.11,False,Denver Nuggets
2021,NBA,Brooklyn Nets,-0.27,False,Brooklyn Nets
2021,NBA,Los Angeles Lakers,-0.03,False,Los Angeles Lakers
2021,NBA,Dallas Mavericks,-0.01,False,Dallas Mavericks
2021,NBA,Atlanta Hawks,-0.18,False,Atlanta Hawks
2021,NBA,New York Knicks,-0.18,False,New York Knicks
2021,NBA,Portland Trail Blazers,0.01,False,Portland Trail Blazers
2021,NBA,Boston Celtics,-0.14,False,Boston Celtics
2021,NBA,Memphis Grizzlies,0.04,False,Memphis Grizzlies
2021,NBA,Miami Heat,-0.09,False,Miami Heat
2021,NBA,Washington Wizards,-0.01,False,Washington Wizards
2020,NBA,Atlanta Hawks,0.27,False,Atlanta Hawks
2020,NBA,Boston Celtics,-0.47,True,Boston Celtics
2020,NBA,Brooklyn Nets,-0.44,True,Brooklyn Nets
2020,NBA,Chicago Bulls,-0.93,False,Chicago Bulls
2020,NBA,Charlotte Hornets,-0.28,False,Charlotte Hornets
2020,NBA,Cleveland Cavaliers,0.12,False,Cleveland Cavaliers
2020,NBA,Dallas Mavericks,-0.07,True,Dallas Mavericks
2020,NBA,Denver Nuggets,0.24,True,Denver Nuggets
2020,NBA,Detroit Pistons,-0.82,False,Detroit Pistons
2020,NBA,Golden State Warriors,0.59,False,Golden State Warriors
2020,NBA,Houston Rockets,0.17,True,Houston Rockets
2020,NBA,Indiana Pacers,-0.33,True,Indiana Pacers
2020,NBA,Los Angeles Clippers,0.21,True,Los Angeles Clippers
2020,NBA,Los Angeles Lakers,0.49,True,Los Angeles Lakers
2020,NBA,Memphis Grizzlies,0.16,False,Memphis Grizzlies
2020,NBA,Miami Heat,-0.35,True,Miami Heat
2020,NBA,Milwaukee Bucks,-0.67,True,Milwaukee Bucks
2020,NBA,Minnesota Timberwolves,0.28,False,Minnesota Timberwolves
2020,NBA,New Orleans Pelicans,0.74,False,New Orleans Pelicans
2020,NBA,New York Knicks,-0.26,False,New York Knicks
2020,NBA,Oklahoma City Thunder,0.34,True,Oklahoma City Thunder
2020,NBA,Orlando Magic,0.09,True,Orlando Magic
2020,NBA,Philadelphia 76ers,-0.13,True,Philadelphia 76ers
2020,NBA,Phoenix Suns,0.35,False,Phoenix Suns
2020,NBA,Portland Trail Blazers,0.54,True,Portland Trail Blazers
2020,NBA,Sacramento Kings,0.46,False,Sacramento Kings
2020,NBA,San Antonio Spurs,0.46,False,San Antonio Spurs
2020,NBA,Toronto Raptors,-0.26,True,Toronto Raptors
2020,NBA,Utah Jazz,0.05,True,Utah Jazz
2020,NBA,Washington Wizards,-0.57,False,Washington Wizards
2019,NBA,Atlanta Hawks,-0.04,False,Atlanta Hawks
2019,NBA,Boston Celtics,-0.54,True,Boston Celtics
2019,NBA,Brooklyn Nets,-0.33,True,Brooklyn Nets
2019,NBA,Chicago Bulls,0.1,False,Chicago Bulls
2019,NBA,Charlotte Hornets,-0.22,False,Charlotte Hornets
2019,NBA,Cleveland Cavaliers,0.22,False,Cleveland Cavaliers
2019,NBA,Dallas Mavericks,0.42,False,Dallas Mavericks
2019,NBA,Denver Nuggets,0.24,True,Denver Nuggets
2019,NBA,Detroit Pistons,-0.31,True,Detroit Pistons
2019,NBA,Golden State Warriors,-0.04,True,Golden State Warriors
2019,NBA,Houston Rockets,0.19,True,Houston Rockets
2019,NBA,Indiana Pacers,-0.57,True,Indiana Pacers
2019,NBA,Los Angeles Clippers,0.23,True,Los Angeles Clippers
2019,NBA,Los Angeles Lakers,0.39,False,Los Angeles Lakers
2019,NBA,Memphis Grizzlies,0.51,False,Memphis Grizzlies
2019,NBA,Miami Heat,-0.22,False,Miami Heat
2019,NBA,Milwaukee Bucks,-0.82,True,Milwaukee Bucks
2019,NBA,Minnesota Timberwolves,0.48,False,Minnesota Timberwolves
2019,NBA,New Orleans Pelicans,0.23,False,New Orleans Pelicans
2019,NBA,New York Knicks,0.28,False,New York Knicks
2019,NBA,Oklahoma City Thunder,0.15,True,Oklahoma City Thunder
2019,NBA,Orlando Magic,-0.43,True,Orlando Magic
2019,NBA,Philadelphia 76ers,-0.44,True,Philadelphia 76ers
2019,NBA,Phoenix Suns,0.73,False,Phoenix Suns
2019,NBA,Portland Trail Blazers,0.24,True,Portland Trail Blazers
2019,NBA,Sacramento Kings,0.31,False,Sacramento Kings
2019,NBA,San Antonio Spurs,0.12,True,San Antonio Spurs
2019,NBA,Toronto Raptors,-0.6,True,Toronto Raptors
2019,NBA,Utah Jazz,0.03,True,Utah Jazz
2019,NBA,Washington Wizards,-0.4,False,Washington Wizards
2018,NBA,Atlanta Hawks,0.15,False,Atlanta Hawks
2018,NBA,Boston Celtics,-0.35,True,Boston Celtics
2018,NBA,Brooklyn Nets,0.07,False,Brooklyn Nets
2018,NBA,Chicago Bulls,0.2,False,Chicago Bulls
2018,NBA,Charlotte Hornets,-0.19,False,Charlotte Hornets
2018,NBA,Cleveland Cavaliers,-0.35,True,Cleveland Cavaliers
2018,NBA,Dallas Mavericks,0.34,False,Dallas Mavericks
2018,NBA,Denver Nuggets,0.09,False,Denver Nuggets
2018,NBA,Detroit Pistons,-0.11,False,Detroit Pistons
2018,NBA,Golden State Warriors,-0.19,True,Golden State Warriors
2018,NBA,Houston Rockets,-0.27,True,Houston Rockets
2018,NBA,Indiana Pacers,-0.2,True,Indiana Pacers
2018,NBA,Los Angeles Clippers,0.11,False,Los Angeles Clippers
2018,NBA,Los Angeles Lakers,0.11,False,Los Angeles Lakers
2018,NBA,Memphis Grizzlies,0.39,False,Memphis Grizzlies
2018,NBA,Miami Heat,-0.33,True,Miami Heat
2018,NBA,Milwaukee Bucks,-0.15,True,Milwaukee Bucks
2018,NBA,Minnesota Timberwolves,0.12,True,Minnesota Timberwolves
2018,NBA,New Orleans Pelicans,0.18,True,New Orleans Pelicans
2018,NBA,New York Knicks,0.03,False,New York Knicks
2018,NBA,Oklahoma City Thunder,0.0,True,Oklahoma City Thunder
2018,NBA,Orlando Magic,-0.1,False,Orlando Magic
2018,NBA,Philadelphia 76ers,-0.2,True,Philadelphia 76ers
2018,NBA,Phoenix Suns,0.57,False,Phoenix Suns
2018,NBA,Portland Trail Blazers,0.0,True,Portland Trail Blazers
2018,NBA,Sacramento Kings,0.39,False,Sacramento Kings
2018,NBA,San Antonio Spurs,0.0,True,San Antonio Spurs
2018,NBA,Toronto Raptors,-0.49,True,Toronto Raptors
2018,NBA,Utah Jazz,0.17,True,Utah Jazz
2018,NBA,Washington Wizards,-0.06,True,Washington Wizards
2017,NBA,Atlanta Hawks,-0.38,True,Atlanta Hawks
2017,NBA,Boston Celtics,-0.39,True,Boston Celtics
2017,NBA,Brooklyn Nets,-0.01,False,Brooklyn Nets
2017,NBA,Chicago Bulls,-0.39,True,Chicago Bulls
2017,NBA,Charlotte Hornets,-0.26,False,Charlotte Hornets
2017,NBA,Cleveland Cavaliers,-0.31,True,Cleveland Cavaliers
2017,NBA,Dallas Mavericks,0.4,False,Dallas Mavericks
2017,NBA,Denver Nuggets,0.19,False,Denver Nuggets
2017,NBA,Detroit Pistons,-0.17,False,Detroit Pistons
2017,NBA,Golden State Warriors,-0.28,True,Golden State Warriors
2017,NBA,Houston Rockets,0.08,True,Houston Rockets
2017,NBA,Indiana Pacers,-0.42,True,Indiana Pacers
2017,NBA,Los Angeles Clippers,0.13,True,Los Angeles Clippers
2017,NBA,Los Angeles Lakers,0.58,False,Los Angeles Lakers
2017,NBA,Memphis Grizzlies,0.47,True,Memphis Grizzlies
2017,NBA,Miami Heat,-0.29,False,Miami Heat
2017,NBA,Milwaukee Bucks,-0.26,True,Milwaukee Bucks
2017,NBA,Minnesota Timberwolves,0.47,False,Minnesota Timberwolves
2017,NBA,New Orleans Pelicans,0.41,False,New Orleans Pelicans
2017,NBA,New York Knicks,-0.2,False,New York Knicks
2017,NBA,Oklahoma City Thunder,0.39,True,Oklahoma City Thunder
2017,NBA,Orlando Magic,-0.04,False,Orlando Magic
2017,NBA,Philadelphia 76ers,-0.14,False,Philadelphia 76ers
2017,NBA,Phoenix Suns,0.49,False,Phoenix Suns
2017,NBA,Portland Trail Blazers,0.3,True,Portland Trail Blazers
2017,NBA,Sacramento Kings,0.58,False,Sacramento Kings
2017,NBA,San Antonio Spurs,-0.06,True,San Antonio Spurs
2017,NBA,Toronto Raptors,-0.56,True,Toronto Raptors
2017,NBA,Utah Jazz,0.06,True,Utah Jazz
2017,NBA,Washington Wizards,-0.45,True,Washington Wizards
2016,NBA,Atlanta Hawks,-0.12,True,Atlanta Hawks
2016,NBA,Boston Celtics,-0.37,True,Boston Celtics
2016,NBA,Brooklyn Nets,0.24,False,Brooklyn Nets
2016,NBA,Chicago Bulls,0.01,False,Chicago Bulls
2016,NBA,Charlotte Hornets,-0.36,True,Charlotte Hornets
2016,NBA,Cleveland Cavaliers,-0.55,True,Cleveland Cavaliers
2016,NBA,Dallas Mavericks,0.29,True,Dallas Mavericks
2016,NBA,Denver Nuggets,0.29,False,Denver Nuggets
2016,NBA,Detroit Pistons,-0.18,True,Detroit Pistons
2016,NBA,Golden State Warriors,-0.38,True,Golden State Warriors
2016,NBA,Houston Rockets,0.14,True,Houston Rockets
2016,NBA,Indiana Pacers,-0.09,True,Indiana Pacers
2016,NBA,Los Angeles Clippers,-0.15,True,Los Angeles Clippers
2016,NBA,Los Angeles Lakers,0.64,False,Los Angeles Lakers
2016,NBA,Memphis Grizzlies,0.11,True,Memphis Grizzlies
2016,NBA,Miami Heat,-0.14,True,Miami Heat
2016,NBA,Milwaukee Bucks,0.2,False,Milwaukee Bucks
2016,NBA,Minnesota Timberwolves,0.15,False,Minnesota Timberwolves
2016,NBA,New Orleans Pelicans,0.24,False,New Orleans Pelicans
2016,NBA,New York Knicks,0.0,False,New York Knicks
2016,NBA,Oklahoma City Thunder,-0.19,True,Oklahoma City Thunder
2016,NBA,Orlando Magic,-0.06,False,Orlando Magic
2016,NBA,Philadelphia 76ers,0.31,False,Philadelphia 76ers
2016,NBA,Phoenix Suns,0.34,False,Phoenix Suns
2016,NBA,Portland Trail Blazers,0.15,True,Portland Trail Blazers
2016,NBA,Sacramento Kings,0.16,False,Sacramento Kings
2016,NBA,San Antonio Spurs,-0.36,True,San Antonio Spurs
2016,NBA,Toronto Raptors,-0.42,True,Toronto Raptors
2016,NBA,Utah Jazz,0.05,False,Utah Jazz
2016,NBA,Washington Wizards,0.0,False,Washington Wizards
2015,NBA,Atlanta Hawks,-0.68,True,Atlanta Hawks
2015,NBA,Boston Celtics,-0.56,True,Boston Celtics
2015,NBA,Brooklyn Nets,-0.25,True,Brooklyn Nets
2015,NBA,Chicago Bulls,-0.46,True,Chicago Bulls
2015,NBA,Charlotte Hornets,-0.27,False,Charlotte Hornets
2015,NBA,Cleveland Cavaliers,-0.4,True,Cleveland Cavaliers
2015,NBA,Dallas Mavericks,0.46,True,Dallas Mavericks
2015,NBA,Denver Nuggets,0.48,False,Denver Nuggets
2015,NBA,Detroit Pistons,-0.39,False,Detroit Pistons
2015,NBA,Golden State Warriors,-0.09,True,Golden State Warriors
2015,NBA,Houston Rockets,0.38,True,Houston Rockets
2015,NBA,Indiana Pacers,-0.51,False,Indiana Pacers
2015,NBA,Los Angeles Clippers,0.22,True,Los Angeles Clippers
2015,NBA,Los Angeles Lakers,0.67,False,Los Angeles Lakers
2015,NBA,Memphis Grizzlies,0.38,True,Memphis Grizzlies
2015,NBA,Miami Heat,-0.32,False,Miami Heat
2015,NBA,Milwaukee Bucks,-0.52,True,Milwaukee Bucks
2015,NBA,Minnesota Timberwolves,0.79,False,Minnesota Timberwolves
2015,NBA,New Orleans Pelicans,0.34,True,New Orleans Pelicans
2015,NBA,New York Knicks,-0.18,False,New York Knicks
2015,NBA,Oklahoma City Thunder,0.28,False,Oklahoma City Thunder
2015,NBA,Orlando Magic,-0.15,False,Orlando Magic
2015,NBA,Philadelphia 76ers,-0.07,False,Philadelphia 76ers
2015,NBA,Phoenix Suns,0.52,False,Phoenix Suns
2015,NBA,Portland Trail Blazers,0.18,True,Portland Trail Blazers
2015,NBA,Sacramento Kings,0.64,False,Sacramento Kings
2015,NBA,San Antonio Spurs,0.14,True,San Antonio Spurs
2015,NBA,Toronto Raptors,-0.62,True,Toronto Raptors
2015,NBA,Utah Jazz,0.49,False,Utah Jazz
2015,NBA,Washington Wizards,-0.55,True,Washington Wizards
2014,NBA,Atlanta Hawks,-0.4,True,Atlanta Hawks
2014,NBA,Boston Celtics,-0.51,False,Boston Celtics
2014,NBA,Brooklyn Nets,-0.58,True,Brooklyn Nets
2014,NBA,Charlotte Bobcats,-0.67,True,Charlotte Bobcats
2014,NBA,Chicago Bulls,-0.66,True,Chicago Bulls
2014,NBA,Cleveland Cavaliers,-0.57,False,Cleveland Cavaliers
2014,NBA,Dallas Mavericks,0.5,True,Dallas Mavericks
2014,NBA,Denver Nuggets,0.75,False,Denver Nuggets
2014,NBA,Detroit Pistons,-0.48,False,Detroit Pistons
2014,NBA,Golden State Warriors,0.34,True,Golden State Warriors
2014,NBA,Houston Rockets,0.5,True,Houston Rockets
2014,NBA,Indiana Pacers,-0.77,True,Indiana Pacers
2014,NBA,Los Angeles Clippers,0.3,True,Los Angeles Clippers
2014,NBA,Los Angeles Lakers,0.96,False,Los Angeles Lakers
2014,NBA,Memphis Grizzlies,0.61,True,Memphis Grizzlies
2014,NBA,Miami Heat,-0.61,True,Miami Heat
2014,NBA,Milwaukee Bucks,-0.23,False,Milwaukee Bucks
2014,NBA,Minnesota Timberwolves,0.43,False,Minnesota Timberwolves
2014,NBA,New Orleans Pelicans,0.73,False,New Orleans Pelicans
2014,NBA,New York Knicks,-0.61,False,New York Knicks
2014,NBA,Oklahoma City Thunder,0.32,True,Oklahoma City Thunder
2014,NBA,Orlando Magic,-0.44,False,Orlando Magic
2014,NBA,Philadelphia 76ers,-0.21,False,Philadelphia 76ers
2014,NBA,Phoenix Suns,0.39,False,Phoenix Suns
2014,NBA,Portland Trail Blazers,0.45,True,Portland Trail Blazers
2014,NBA,Sacramento Kings,0.82,False,Sacramento Kings
2014,NBA,San Antonio Spurs,0.28,True,San Antonio Spurs
2014,NBA,Toronto Raptors,-0.69,True,Toronto Raptors
2014,NBA,Utah Jazz,0.91,False,Utah Jazz
2014,NBA,Washington Wizards,-0.79,True,Washington Wizards
2013,NBA,Atlanta Hawks,-0.48,True,Atlanta Hawks
2013,NBA,Boston Celtics,-0.4,True,Boston Celtics
2013,NBA,Brooklyn Nets,-0.53,True,Brooklyn Nets
2013,NBA,Charlotte Bobcats,-0.06,False,Charlotte Bobcats
2013,NBA,Chicago Bulls,-0.33,True,Chicago Bulls
2013,NBA,Cleveland Cavaliers,-0.19,False,Cleveland Cavaliers
2013,NBA,Dallas Mavericks,0.36,False,Dallas Mavericks
2013,NBA,Denver Nuggets,0.28,True,Denver Nuggets
2013,NBA,Detroit Pistons,-0.34,False,Detroit Pistons
2013,NBA,Golden State Warriors,0.42,True,Golden State Warriors
2013,NBA,Houston Rockets,0.22,True,Houston Rockets
2013,NBA,Indiana Pacers,-0.69,True,Indiana Pacers
2013,NBA,Los Angeles Clippers,-0.02,True,Los Angeles Clippers
2013,NBA,Los Angeles Lakers,0.32,True,Los Angeles Lakers
2013,NBA,Memphis Grizzlies,0.18,True,Memphis Grizzlies
2013,NBA,Miami Heat,-0.84,True,Miami Heat
2013,NBA,Milwaukee Bucks,-0.33,True,Milwaukee Bucks
2013,NBA,Minnesota Timberwolves,0.54,False,Minnesota Timberwolves
2013,NBA,New Orleans Hornets,0.75,False,New Orleans Hornets
2013,NBA,New York Knicks,-0.5,True,New York Knicks
2013,NBA,Oklahoma City Thunder,-0.06,True,Oklahoma City Thunder
2013,NBA,Orlando Magic,-0.14,False,Orlando Magic
2013,NBA,Philadelphia 76ers,-0.17,False,Philadelphia 76ers
2013,NBA,Phoenix Suns,0.71,False,Phoenix Suns
2013,NBA,Portland Trail Blazers,0.65,False,Portland Trail Blazers
2013,NBA,Sacramento Kings,0.62,False,Sacramento Kings
2013,NBA,San Antonio Spurs,0.27,True,San Antonio Spurs
2013,NBA,Toronto Raptors,-0.48,False,Toronto Raptors
2013,NBA,Utah Jazz,0.38,False,Utah Jazz
2013,NBA,Washington Wizards,-0.25,False,Washington Wizards
2012,NBA,Atlanta Hawks,-0.77,True,Atlanta Hawks
2012,NBA,Boston Celtics,-0.26,True,Boston Celtics
2012,NBA,Charlotte Bobcats,-0.05,False,Charlotte Bobcats
2012,NBA,Chicago Bulls,-0.76,True,Chicago Bulls
2012,NBA,Cleveland Cavaliers,-0.14,False,Cleveland Cavaliers
2012,NBA,Dallas Mavericks,0.83,True,Dallas Mavericks
2012,NBA,Denver Nuggets,0.29,True,Denver Nuggets
2012,NBA,Detroit Pistons,-0.4,False,Detroit Pistons
2012,NBA,Golden State Warriors,0.62,False,Golden State Warriors
2012,NBA,Houston Rockets,0.35,False,Houston Rockets
2012,NBA,Indiana Pacers,-0.71,True,Indiana Pacers
2012,NBA,Los Angeles Clippers,0.26,True,Los Angeles Clippers
2012,NBA,Los Angeles Lakers,0.54,True,Los Angeles Lakers
2012,NBA,Memphis Grizzlies,0.42,True,Memphis Grizzlies
2012,NBA,Miami Heat,-0.27,True,Miami Heat
2012,NBA,Milwaukee Bucks,-0.5,False,Milwaukee Bucks
2012,NBA,Minnesota Timberwolves,0.37,False,Minnesota Timberwolves
2012,NBA,New Jersey Nets,-0.39,False,New Jersey Nets
2012,NBA,New Orleans Hornets,0.65,False,New Orleans Hornets
2012,NBA,New York Knicks,-0.81,True,New York Knicks
2012,NBA,Oklahoma City Thunder,0.32,True,Oklahoma City Thunder
2012,NBA,Orlando Magic,-0.33,True,Orlando Magic
2012,NBA,Philadelphia 76ers,-0.65,True,Philadelphia 76ers
2012,NBA,Phoenix Suns,0.53,False,Phoenix Suns
2012,NBA,Portland Trail Blazers,0.41,False,Portland Trail Blazers
2012,NBA,Sacramento Kings,0.73,False,Sacramento Kings
2012,NBA,San Antonio Spurs,0.11,True,San Antonio Spurs
2012,NBA,Toronto Raptors,-0.36,False,Toronto Raptors
2012,NBA,Utah Jazz,0.3,True,Utah Jazz
2012,NBA,Washington Wizards,-0.34,False,Washington Wizards
2011,NBA,Atlanta Hawks,-0.28,True,Atlanta Hawks
2011,NBA,Boston Celtics,-0.54,True,Boston Celtics
2011,NBA,Charlotte Bobcats,-0.08,False,Charlotte Bobcats
2011,NBA,Chicago Bulls,-0.79,True,Chicago Bulls
2011,NBA,Cleveland Cavaliers,0.14,False,Cleveland Cavaliers
2011,NBA,Dallas Mavericks,0.18,True,Dallas Mavericks
2011,NBA,Denver Nuggets,0.05,True,Denver Nuggets
2011,NBA,Detroit Pistons,-0.18,False,Detroit Pistons
2011,NBA,Golden State Warriors,0.33,False,Golden State Warriors
2011,NBA,Houston Rockets,0.19,False,Houston Rockets
2011,NBA,Indiana Pacers,-0.3,True,Indiana Pacers
2011,NBA,Los Angeles Clippers,0.42,False,Los Angeles Clippers
2011,NBA,Los Angeles Lakers,-0.1,True,Los Angeles Lakers
2011,NBA,Memphis Grizzlies,0.2,True,Memphis Grizzlies
2011,NBA,Miami Heat,-0.71,True,Miami Heat
2011,NBA,Milwaukee Bucks,-0.17,False,Milwaukee Bucks
2011,NBA,Minnesota Timberwolves,0.67,False,Minnesota Timberwolves
2011,NBA,New Jersey Nets,-0.04,False,New Jersey Nets
2011,NBA,New Orleans Hornets,0.39,True,New Orleans Hornets
2011,NBA,New York Knicks,-0.3,True,New York Knicks
2011,NBA,Oklahoma City Thunder,0.02,True,Oklahoma City Thunder
2011,NBA,Orlando Magic,-0.54,True,Orlando Magic
2011,NBA,Philadelphia 76ers,-0.5,True,Philadelphia 76ers
2011,NBA,Phoenix Suns,0.43,False,Phoenix Suns
2011,NBA,Portland Trail Blazers,0.32,True,Portland Trail Blazers
2011,NBA,Sacramento Kings,0.54,False,Sacramento Kings
2011,NBA,San Antonio Spurs,0.16,True,San Antonio Spurs
2011,NBA,Toronto Raptors,0.01,False,Toronto Raptors
2011,NBA,Utah Jazz,0.39,False,Utah Jazz
2011,NBA,Washington Wizards,0.11,False,Washington Wizards
2010,NBA,Atlanta Hawks,-0.22,True,Atlanta Hawks
2010,NBA,Boston Celtics,-0.29,True,Boston Celtics
2010,NBA,Charlotte Bobcats,-0.17,True,Charlotte Bobcats
2010,NBA,Chicago Bulls,0.0,True,Chicago Bulls
2010,NBA,Cleveland Cavaliers,-0.36,True,Cleveland Cavaliers
2010,NBA,Dallas Mavericks,-0.06,True,Dallas Mavericks
2010,NBA,Denver Nuggets,0.06,True,Denver Nuggets
2010,NBA,Detroit Pistons,0.09,False,Detroit Pistons
2010,NBA,Golden State Warriors,0.32,False,Golden State Warriors
2010,NBA,Houston Rockets,0.35,False,Houston Rockets
2010,NBA,Indiana Pacers,-0.1,False,Indiana Pacers
2010,NBA,Los Angeles Clippers,0.34,False,Los Angeles Clippers
2010,NBA,Los Angeles Lakers,0.06,True,Los Angeles Lakers
2010,NBA,Memphis Grizzlies,0.13,False,Memphis Grizzlies
2010,NBA,Miami Heat,-0.29,True,Miami Heat
2010,NBA,Milwaukee Bucks,-0.32,True,Milwaukee Bucks
2010,NBA,Minnesota Timberwolves,0.54,False,Minnesota Timberwolves
2010,NBA,New Jersey Nets,0.19,False,New Jersey Nets
2010,NBA,New Orleans Hornets,0.19,False,New Orleans Hornets
2010,NBA,New York Knicks,-0.19,False,New York Knicks
2010,NBA,Oklahoma City Thunder,0.06,True,Oklahoma City Thunder
2010,NBA,Orlando Magic,-0.37,True,Orlando Magic
2010,NBA,Philadelphia 76ers,-0.03,False,Philadelphia 76ers
2010,NBA,Phoenix Suns,-0.23,True,Phoenix Suns
2010,NBA,Portland Trail Blazers,-0.13,True,Portland Trail Blazers
2010,NBA,Sacramento Kings,0.3,False,Sacramento Kings
2010,NBA,San Antonio Spurs,-0.02,True,San Antonio Spurs
2010,NBA,Toronto Raptors,-0.05,False,Toronto Raptors
2010,NBA,Utah Jazz,-0.01,True,Utah Jazz
2010,NBA,Washington Wizards,0.06,False,Washington Wizards
2009,NBA,Atlanta Hawks,0.13,True,Atlanta Hawks
2009,NBA,Boston Celtics,-0.07,True,Boston Celtics
2009,NBA,Charlotte Bobcats,0.07,False,Charlotte Bobcats
2009,NBA,Chicago Bulls,0.12,True,Chicago Bulls
2009,NBA,Cleveland Cavaliers,-0.25,True,Cleveland Cavaliers
2009,NBA,Dallas Mavericks,-0.3,True,Dallas Mavericks
2009,NBA,Denver Nuggets,-0.29,True,Denver Nuggets
2009,NBA,Detroit Pistons,0.13,True,Detroit Pistons
2009,NBA,Golden State Warriors,-0.06,False,Golden State Warriors
2009,NBA,Houston Rockets,-0.27,True,Houston Rockets
2009,NBA,Indiana Pacers,0.35,False,Indiana Pacers
2009,NBA,Los Angeles Clippers,0.3,False,Los Angeles Clippers
2009,NBA,Los Angeles Lakers,-0.55,True,Los Angeles Lakers
2009,NBA,Memphis Grizzlies,0.24,False,Memphis Grizzlies
2009,NBA,Miami Heat,0.23,True,Miami Heat
2009,NBA,Milwaukee Bucks,0.21,False,Milwaukee Bucks
2009,NBA,Minnesota Timberwolves,0.18,False,Minnesota Timberwolves
2009,NBA,New Jersey Nets,0.13,False,New Jersey Nets
2009,NBA,New Orleans Hornets,-0.14,True,New Orleans Hornets
2009,NBA,New York Knicks,0.28,False,New York Knicks
2009,NBA,Oklahoma City Thunder,0.06,False,Oklahoma City Thunder
2009,NBA,Orlando Magic,-0.21,True,Orlando Magic
2009,NBA,Philadelphia 76ers,0.09,True,Philadelphia 76ers
2009,NBA,Phoenix Suns,-0.31,False,Phoenix Suns
2009,NBA,Portland Trail Blazers,-0.35,True,Portland Trail Blazers
2009,NBA,Sacramento Kings,0.16,False,Sacramento Kings
2009,NBA,San Antonio Spurs,-0.4,True,San Antonio Spurs
2009,NBA,Toronto Raptors,0.28,False,Toronto Raptors
2009,NBA,Utah Jazz,-0.34,True,Utah Jazz
2009,NBA,Washington Wizards,0.48,False,Washington Wizards
2008,NBA,Atlanta Hawks,-0.41,True,Atlanta Hawks
2008,NBA,Boston Celtics,-0.95,True,Boston Celtics
2008,NBA,Charlotte Bobcats,-0.11,False,Charlotte Bobcats
